StudentID,Stream,Gender,CGPA,CGPA_Tier,Internships,Projects,AptitudeScore,SoftSkillsRating,Backlogs,PlacementTraining,PlacementStatus
36887,ECE,Male,6.51,Medium,0,2,55,3.5,2,Yes,Placed
36888,CSE,Male,6.27,Low,1,1,61,2.3,2,Yes,NotPlaced
36889,ECE,Male,7.49,Medium,1,2,77,3.7,0,No,Placed
36890,ECE,Female,8.23,High,3,3,93,3.4,0,Yes,Placed
36891,ECE,Female,7.53,Medium,1,3,56,3.2,1,No,Placed
36892,CSE,Male,8.29,High,2,2,70,4.1,0,Yes,Placed
36893,CSE,Female,6.82,Medium,1,3,63,4.2,1,Yes,NotPlaced
36894,MECH,Male,6.94,Medium,0,2,58,2.3,1,No,NotPlaced
36895,MECH,Male,6.59,Medium,1,2,65,2.8,0,Yes,Placed
36896,CSE,Male,7.71,Medium,2,4,76,3.6,0,No,Placed
36897,ECE,Female,8.26,High,2,3,71,3.2,0,Yes,Placed
36898,ECE,Male,7.9,Medium,2,4,83,4.3,0,Yes,Placed
36899,CIVIL,Male,8.09,High,1,4,73,2.7,0,No,Placed
36900,CIVIL,Male,7.79,Medium,2,3,72,4.1,0,Yes,Placed
36901,ECE,Female,6.26,Low,2,1,67,3.2,1,Yes,NotPlaced
36902,ECE,Male,5.0,Low,0,0,26,2.8,5,Yes,NotPlaced
36903,MECH,Male,8.07,High,1,3,69,3.8,1,Yes,Placed
36904,MECH,Male,5.35,Low,0,0,30,2.5,2,No,NotPlaced
36905,CSE,Male,6.33,Low,0,2,67,3.4,1,No,NotPlaced
36906,EEE,Male,7.75,Medium,1,4,73,3.4,1,Yes,Placed
36907,EEE,Male,7.93,Medium,1,3,75,3.9,2,Yes,Placed
36908,CSE,Male,6.41,Low,2,1,60,2.9,1,Yes,Placed
36909,ECE,Male,6.89,Medium,1,0,67,3.0,2,Yes,Placed
36910,CSE,Female,6.63,Medium,1,2,60,3.3,2,Yes,Placed
36911,CSE,Male,5.06,Low,0,0,30,2.1,4,Yes,NotPlaced
36912,EEE,Female,5.13,Low,0,0,35,1.7,3,No,NotPlaced
36913,CSE,Male,7.51,Medium,1,3,70,3.4,0,No,Placed
36914,EEE,Male,7.28,Medium,2,3,77,4.0,0,Yes,Placed
36915,MECH,Female,6.45,Low,1,2,58,2.0,2,No,Placed
36916,CIVIL,Male,5.0,Low,0,1,35,2.2,2,No,NotPlaced
36917,CSE,Male,5.15,Low,0,1,38,2.4,3,No,NotPlaced
36918,CSE,Female,6.06,Low,0,1,43,2.5,2,Yes,Placed
36919,CSE,Female,5.0,Low,0,0,38,1.4,4,No,NotPlaced
36920,CSE,Male,6.62,Medium,0,2,56,2.1,2,No,Placed
36921,CIVIL,Male,5.86,Low,0,1,40,1.8,2,Yes,NotPlaced
36922,ECE,Male,7.6,Medium,1,3,71,3.5,1,Yes,Placed
36923,ECE,Male,7.66,Medium,1,3,82,4.5,0,No,Placed
36924,MECH,Male,8.35,High,3,3,92,2.6,0,Yes,Placed
36925,ECE,Male,5.78,Low,0,1,41,2.3,3,No,NotPlaced
36926,EEE,Male,5.84,Low,0,0,46,3.0,1,No,NotPlaced
36927,ECE,Female,9.05,High,2,3,82,3.7,0,No,Placed
36928,CSE,Male,6.14,Low,0,0,58,2.2,3,No,Placed
36929,CIVIL,Female,6.38,Low,1,2,53,2.7,1,Yes,Placed
36930,CIVIL,Female,8.51,High,3,4,92,4.0,0,No,Placed
36931,CSE,Female,6.44,Low,1,3,60,3.3,1,Yes,Placed
36932,CSE,Male,6.78,Medium,1,1,46,3.0,2,No,NotPlaced
36933,ECE,Male,7.36,Medium,2,3,62,3.4,1,Yes,Placed
36934,ECE,Female,5.02,Low,0,1,41,2.3,3,No,NotPlaced
36935,CSE,Female,6.26,Low,1,2,71,3.0,0,Yes,Placed
36936,CSE,Male,6.23,Low,0,1,42,2.4,3,No,NotPlaced
36937,EEE,Male,5.39,Low,0,0,47,2.7,2,Yes,Placed
36938,ECE,Male,5.97,Low,0,0,51,1.5,2,No,NotPlaced
36939,CSE,Male,8.23,High,2,2,57,3.6,0,No,Placed
36940,CSE,Male,8.25,High,1,2,75,2.6,0,Yes,Placed
36941,CIVIL,Female,5.88,Low,0,2,42,1.7,3,No,NotPlaced
36942,MECH,Male,7.54,Medium,3,2,72,2.8,0,Yes,Placed
36943,ECE,Male,6.54,Medium,2,2,50,3.3,2,No,Placed
36944,EEE,Male,7.37,Medium,1,4,60,3.1,1,Yes,Placed
36945,EEE,Female,6.73,Medium,0,2,44,2.2,3,No,NotPlaced
36946,CSE,Male,5.42,Low,0,2,36,1.6,2,No,NotPlaced
36947,CSE,Male,5.88,Low,1,0,57,2.3,2,No,Placed
36948,MECH,Male,6.74,Medium,0,1,51,3.4,1,Yes,NotPlaced
36949,ECE,Male,6.98,Medium,1,1,61,3.3,1,Yes,Placed
36950,MECH,Female,7.18,Medium,1,1,44,2.2,2,No,Placed
36951,CIVIL,Female,7.29,Medium,0,1,47,3.6,2,Yes,Placed
36952,CSE,Male,6.07,Low,0,3,64,3.1,1,No,Placed
36953,EEE,Male,7.52,Medium,1,2,67,3.9,0,Yes,Placed
36954,CIVIL,Female,6.45,Low,0,1,54,2.2,2,Yes,NotPlaced
36955,CIVIL,Male,6.45,Low,0,1,52,2.4,2,No,NotPlaced
36956,CSE,Female,8.6,High,2,2,78,3.7,1,Yes,Placed
36957,MECH,Male,7.61,Medium,1,4,71,2.9,0,Yes,Placed
36958,ECE,Male,7.56,Medium,1,1,53,3.1,1,Yes,Placed
36959,CSE,Male,6.73,Medium,0,2,50,2.5,2,Yes,NotPlaced
36960,CIVIL,Male,6.92,Medium,0,2,53,3.3,0,No,Placed
36961,ECE,Female,5.27,Low,0,1,43,2.0,3,No,NotPlaced
36962,EEE,Female,7.37,Medium,1,3,51,3.6,1,Yes,Placed
36963,ECE,Male,5.11,Low,0,1,40,3.2,3,No,NotPlaced
36964,CSE,Male,5.75,Low,1,2,38,2.0,1,No,NotPlaced
36965,CIVIL,Male,8.46,High,3,3,83,3.5,0,No,Placed
36966,CSE,Male,5.28,Low,0,0,26,2.7,4,No,NotPlaced
36967,CSE,Female,7.08,Medium,1,2,75,3.7,1,No,Placed
36968,CIVIL,Male,7.21,Medium,1,2,63,3.2,1,Yes,Placed
36969,MECH,Male,9.08,High,3,5,80,4.5,0,No,Placed
36970,EEE,Female,5.35,Low,0,0,56,2.6,2,Yes,NotPlaced
36971,CSE,Male,6.37,Low,1,2,52,3.8,2,Yes,Placed
36972,ECE,Female,6.26,Low,1,4,60,3.4,1,Yes,NotPlaced
36973,MECH,Female,7.39,Medium,3,3,62,3.5,0,Yes,Placed
36974,ECE,Female,7.41,Medium,2,3,58,3.9,1,No,Placed
36975,ECE,Female,7.19,Medium,0,1,42,1.9,3,No,NotPlaced
36976,CSE,Female,7.64,Medium,2,2,62,3.2,0,Yes,Placed
36977,CSE,Female,7.13,Medium,1,1,67,4.0,1,Yes,Placed
36978,EEE,Male,6.38,Low,0,2,36,2.2,2,No,NotPlaced
36979,CSE,Female,7.11,Medium,1,1,59,2.7,2,Yes,Placed
36980,ECE,Male,8.07,High,2,1,63,2.6,1,Yes,Placed
36981,ECE,Male,7.53,Medium,2,3,46,3.7,0,No,Placed
36982,CSE,Female,5.13,Low,1,3,44,2.5,2,Yes,NotPlaced
36983,CIVIL,Female,5.4,Low,0,0,34,2.5,3,No,NotPlaced
36984,CSE,Male,7.46,Medium,2,3,80,4.1,0,No,Placed
36985,CSE,Female,8.06,High,2,3,72,3.7,0,Yes,Placed
36986,CSE,Male,7.01,Medium,1,2,71,3.4,1,No,NotPlaced
36987,CSE,Male,7.91,Medium,1,3,75,3.6,1,No,Placed
36988,MECH,Female,7.33,Medium,2,1,59,2.8,1,No,Placed
36989,CSE,Male,6.63,Medium,1,2,49,2.7,1,No,Placed
36990,CSE,Male,6.7,Medium,0,0,56,2.9,1,No,NotPlaced
36991,ECE,Male,8.2,High,2,3,66,3.8,1,Yes,Placed
36992,CSE,Male,7.59,Medium,2,3,68,3.8,0,Yes,Placed
36993,CSE,Male,8.42,High,2,3,69,3.9,0,No,Placed
36994,CSE,Male,8.15,High,1,2,73,2.6,1,Yes,Placed
36995,CSE,Female,9.57,High,3,2,83,3.7,1,Yes,Placed
36996,CSE,Male,6.57,Medium,2,2,46,2.7,2,No,Placed
36997,MECH,Male,9.03,High,3,5,85,3.6,0,Yes,Placed
36998,CSE,Male,8.29,High,2,3,65,3.2,1,Yes,Placed
36999,CSE,Male,7.29,Medium,1,1,58,2.5,1,Yes,Placed
37000,CSE,Male,7.04,Medium,1,1,64,3.0,1,Yes,NotPlaced
37001,CSE,Male,8.56,High,3,3,62,3.8,1,Yes,Placed
37002,CSE,Male,5.8,Low,0,0,26,2.6,2,No,NotPlaced
37003,MECH,Male,7.49,Medium,1,3,59,2.6,2,Yes,Placed
37004,MECH,Male,5.0,Low,0,0,41,2.8,3,No,NotPlaced
37005,CIVIL,Male,7.48,Medium,1,3,68,2.9,1,No,Placed
37006,CSE,Female,7.29,Medium,0,1,63,3.6,2,Yes,Placed
37007,EEE,Female,7.26,Medium,2,2,71,3.1,2,No,Placed
37008,CSE,Male,6.3,Low,1,2,69,2.5,3,No,NotPlaced
37009,ECE,Female,8.17,High,2,4,66,3.5,1,No,NotPlaced
37010,MECH,Male,5.78,Low,0,2,43,2.4,3,No,NotPlaced
37011,CSE,Female,6.33,Low,0,1,43,2.2,2,No,NotPlaced
37012,CIVIL,Male,5.74,Low,0,0,37,2.3,2,No,NotPlaced
37013,CSE,Male,6.81,Medium,1,3,63,2.6,2,Yes,Placed
37014,ECE,Male,7.67,Medium,1,2,69,3.6,1,No,Placed
37015,CSE,Male,6.7,Medium,0,1,40,2.9,1,No,NotPlaced
37016,CIVIL,Female,6.18,Low,1,3,46,2.3,1,Yes,Placed
37017,CSE,Female,6.23,Low,1,0,40,2.3,3,No,NotPlaced
37018,CIVIL,Male,8.16,High,2,3,81,3.1,0,Yes,Placed
37019,CSE,Female,6.66,Medium,2,2,45,2.7,2,No,Placed
37020,MECH,Male,9.57,High,3,3,93,4.3,0,No,Placed
37021,ECE,Female,5.8,Low,0,1,52,2.1,1,Yes,Placed
37022,ECE,Female,7.07,Medium,0,3,49,2.2,2,No,NotPlaced
37023,CSE,Male,7.53,Medium,1,3,78,3.3,0,No,Placed
37024,ECE,Male,6.89,Medium,1,2,56,3.7,0,Yes,Placed
37025,CSE,Female,6.64,Medium,1,1,46,3.1,2,Yes,NotPlaced
37026,MECH,Male,8.9,High,2,2,79,4.3,0,Yes,Placed
37027,EEE,Female,7.94,Medium,1,3,57,3.1,0,No,Placed
37028,EEE,Male,7.91,Medium,3,2,71,3.3,1,No,Placed
37029,CIVIL,Male,7.11,Medium,0,1,55,1.5,2,No,NotPlaced
37030,ECE,Female,5.0,Low,0,0,15,1.0,5,No,NotPlaced
37031,CSE,Male,5.79,Low,0,2,55,2.6,2,No,NotPlaced
37032,CSE,Female,6.6,Medium,0,1,67,3.1,1,No,NotPlaced
37033,CIVIL,Male,6.41,Low,1,2,41,2.4,2,No,Placed
37034,MECH,Male,7.08,Medium,0,3,68,2.8,1,Yes,Placed
37035,EEE,Female,8.53,High,2,3,84,4.3,1,No,NotPlaced
37036,CIVIL,Female,8.29,High,3,3,75,3.9,0,No,Placed
37037,CSE,Male,6.41,Low,0,1,53,2.9,1,No,Placed
37038,CSE,Male,6.43,Low,0,1,48,2.8,3,Yes,NotPlaced
37039,ECE,Male,8.61,High,2,4,80,4.2,0,Yes,Placed
37040,MECH,Female,7.45,Medium,2,3,72,3.0,0,Yes,Placed
37041,CSE,Female,7.91,Medium,1,4,62,4.3,0,Yes,Placed
37042,EEE,Female,7.08,Medium,0,3,67,3.6,2,No,Placed
37043,ECE,Male,6.86,Medium,1,2,54,1.9,2,Yes,Placed
37044,MECH,Male,6.95,Medium,1,2,57,2.1,0,Yes,Placed
37045,CIVIL,Male,6.11,Low,1,0,42,2.3,2,Yes,NotPlaced
37046,CSE,Male,8.04,High,1,3,80,3.4,1,No,Placed
37047,CSE,Female,5.0,Low,0,1,25,2.1,4,Yes,NotPlaced
37048,CSE,Female,7.98,Medium,2,3,63,3.9,0,Yes,Placed
37049,CSE,Female,5.81,Low,1,2,42,1.7,2,Yes,NotPlaced
37050,CIVIL,Male,8.33,High,2,5,82,3.9,0,Yes,Placed
37051,MECH,Female,6.3,Low,1,2,47,3.0,1,Yes,Placed
37052,EEE,Male,6.35,Low,0,0,46,1.8,3,No,NotPlaced
37053,ECE,Male,6.5,Medium,1,2,62,3.0,2,Yes,Placed
37054,CSE,Male,7.88,Medium,0,4,67,3.7,0,No,Placed
37055,ECE,Female,7.21,Medium,1,3,73,3.9,2,No,Placed
37056,MECH,Male,7.79,Medium,1,2,65,3.0,1,Yes,Placed
37057,CSE,Female,9.66,High,3,4,88,4.2,0,Yes,Placed
37058,CSE,Male,8.28,High,3,4,69,3.2,1,No,Placed
37059,ECE,Male,6.44,Low,0,1,59,2.5,3,No,NotPlaced
37060,CSE,Male,8.19,High,1,3,71,3.7,0,No,Placed
37061,MECH,Male,6.38,Low,0,1,52,2.7,2,No,NotPlaced
37062,CIVIL,Male,9.11,High,2,5,86,4.4,0,Yes,Placed
37063,ECE,Female,7.91,Medium,2,3,73,3.4,0,Yes,Placed
37064,CSE,Male,6.48,Low,1,1,61,2.5,2,Yes,Placed
37065,CSE,Male,8.43,High,3,4,63,3.6,2,No,Placed
37066,CIVIL,Male,8.9,High,2,4,91,3.5,0,Yes,Placed
37067,MECH,Female,6.87,Medium,0,1,68,3.6,1,Yes,Placed
37068,ECE,Female,8.3,High,3,3,84,3.9,0,No,Placed
37069,CSE,Female,6.27,Low,0,2,53,2.4,2,No,NotPlaced
37070,CSE,Female,6.5,Medium,1,4,76,3.3,1,No,Placed
37071,CSE,Male,6.26,Low,0,1,68,2.5,1,Yes,NotPlaced
37072,ECE,Male,6.86,Medium,2,1,56,3.5,1,No,NotPlaced
37073,EEE,Male,6.72,Medium,0,1,58,3.4,2,Yes,Placed
37074,MECH,Male,7.03,Medium,1,3,61,2.4,2,No,Placed
37075,EEE,Male,5.87,Low,1,1,47,2.0,1,Yes,Placed
37076,CIVIL,Female,9.4,High,3,4,79,4.2,0,Yes,Placed
37077,ECE,Male,9.2,High,2,3,80,3.7,0,Yes,Placed
37078,CIVIL,Male,7.06,Medium,2,4,61,2.8,0,No,Placed
37079,ECE,Male,7.47,Medium,1,2,56,3.4,0,No,Placed
37080,EEE,Female,6.99,Medium,1,3,64,3.0,1,Yes,Placed
37081,CSE,Female,9.34,High,1,2,83,3.3,0,No,Placed
37082,EEE,Male,6.14,Low,0,0,49,2.5,2,Yes,NotPlaced
37083,CSE,Male,5.99,Low,1,2,52,2.7,3,No,Placed
37084,CIVIL,Male,7.58,Medium,1,2,56,2.9,1,Yes,Placed
37085,EEE,Male,6.05,Low,0,2,58,2.8,1,Yes,Placed
37086,CIVIL,Male,7.51,Medium,0,2,63,2.9,1,Yes,Placed
37087,MECH,Male,6.77,Medium,2,2,78,3.4,0,Yes,Placed
37088,CSE,Male,5.08,Low,0,1,44,1.9,3,Yes,NotPlaced
37089,MECH,Male,5.0,Low,0,0,16,1.7,2,No,NotPlaced
37090,MECH,Female,6.24,Low,0,1,51,2.5,2,No,NotPlaced
37091,CSE,Male,5.94,Low,0,1,48,3.4,2,No,NotPlaced
37092,MECH,Male,8.52,High,2,4,81,3.5,0,Yes,Placed
37093,CSE,Male,8.4,High,2,2,70,3.6,0,Yes,Placed
37094,ECE,Male,7.4,Medium,2,1,63,3.4,0,No,Placed
37095,MECH,Female,5.48,Low,0,1,36,2.4,3,No,NotPlaced
37096,ECE,Female,7.53,Medium,1,1,62,3.1,1,No,NotPlaced
37097,CIVIL,Male,7.1,Medium,2,2,52,3.3,2,No,Placed
37098,EEE,Male,6.54,Medium,1,2,51,3.1,1,Yes,Placed
37099,ECE,Female,7.87,Medium,2,5,68,3.5,0,No,Placed
37100,CIVIL,Male,7.8,Medium,1,2,72,3.5,0,No,Placed
37101,CSE,Female,7.56,Medium,2,3,57,3.7,2,Yes,Placed
37102,CSE,Male,7.02,Medium,1,1,51,3.9,2,No,Placed
37103,CSE,Male,6.77,Medium,1,3,59,3.6,1,No,Placed
37104,CIVIL,Male,8.53,High,3,5,87,5.0,0,Yes,Placed
37105,CSE,Male,7.45,Medium,1,3,50,2.7,1,No,Placed
37106,CIVIL,Male,5.43,Low,1,1,58,2.3,1,No,NotPlaced
37107,ECE,Male,8.46,High,1,3,50,3.1,0,Yes,Placed
37108,CIVIL,Male,8.18,High,3,3,73,3.4,0,No,Placed
37109,EEE,Male,6.11,Low,1,1,39,2.1,1,Yes,NotPlaced
37110,MECH,Male,6.53,Medium,1,3,46,3.3,1,No,Placed
37111,EEE,Female,9.14,High,2,3,81,4.6,0,Yes,Placed
37112,CSE,Female,8.23,High,1,3,62,3.3,1,No,NotPlaced
37113,MECH,Male,7.44,Medium,2,3,76,3.9,1,Yes,Placed
37114,CIVIL,Male,6.02,Low,1,0,50,1.8,3,No,NotPlaced
37115,CSE,Male,6.44,Low,1,2,66,2.8,1,No,Placed
37116,ECE,Female,6.77,Medium,0,1,47,3.4,2,Yes,Placed
37117,CSE,Female,5.98,Low,1,2,70,2.8,1,No,Placed
37118,ECE,Female,7.55,Medium,2,2,69,3.6,0,Yes,Placed
37119,ECE,Female,7.82,Medium,2,1,63,3.1,2,Yes,Placed
37120,CSE,Male,6.43,Low,0,1,42,2.3,3,No,NotPlaced
37121,EEE,Male,6.84,Medium,2,2,53,3.3,1,No,Placed
37122,ECE,Male,6.21,Low,1,1,63,2.7,2,No,Placed
37123,EEE,Male,6.37,Low,0,1,50,2.4,1,Yes,Placed
37124,CSE,Male,5.0,Low,0,0,43,1.8,2,No,NotPlaced
37125,CSE,Male,6.4,Low,0,1,41,2.7,2,No,NotPlaced
37126,EEE,Female,7.43,Medium,2,1,66,2.4,1,No,Placed
37127,MECH,Male,7.89,Medium,2,3,69,3.3,1,No,Placed
37128,EEE,Male,5.41,Low,0,2,50,2.1,3,Yes,NotPlaced
37129,MECH,Male,6.91,Medium,2,2,53,2.7,1,No,Placed
37130,MECH,Male,7.34,Medium,1,2,73,2.8,1,Yes,Placed
37131,ECE,Female,6.63,Medium,1,1,51,3.1,2,Yes,Placed
37132,EEE,Female,6.1,Low,0,3,50,2.0,2,No,NotPlaced
37133,CIVIL,Male,5.0,Low,0,1,41,3.1,3,No,NotPlaced
37134,CIVIL,Female,7.75,Medium,2,4,85,3.6,0,Yes,Placed
37135,ECE,Male,8.18,High,1,2,81,4.2,0,No,Placed
37136,MECH,Male,6.83,Medium,1,1,47,2.9,2,No,Placed
37137,MECH,Female,6.98,Medium,1,1,45,3.4,3,No,NotPlaced
37138,MECH,Female,7.0,Medium,1,4,61,2.9,1,No,Placed
37139,CSE,Female,9.02,High,2,2,83,4.0,0,Yes,Placed
37140,EEE,Male,7.84,Medium,2,4,71,3.4,1,Yes,Placed
37141,MECH,Male,6.9,Medium,2,1,70,2.9,1,No,Placed
37142,CSE,Female,8.58,High,2,2,72,3.3,1,Yes,Placed
37143,CSE,Female,9.4,High,2,3,78,3.7,0,Yes,Placed
37144,CIVIL,Male,6.01,Low,1,1,47,2.8,1,No,Placed
37145,EEE,Female,7.31,Medium,1,2,53,2.8,1,Yes,Placed
37146,ECE,Female,6.16,Low,0,1,44,2.3,2,Yes,NotPlaced
37147,CIVIL,Male,6.93,Medium,1,3,73,3.1,2,Yes,Placed
37148,CIVIL,Female,7.66,Medium,1,3,68,3.6,2,Yes,Placed
37149,CSE,Male,7.8,Medium,1,3,63,2.9,0,Yes,Placed
37150,ECE,Female,7.32,Medium,2,1,69,2.6,1,Yes,Placed
37151,CSE,Male,7.77,Medium,1,3,80,3.0,0,Yes,Placed
37152,CSE,Male,5.44,Low,0,0,30,1.5,3,No,NotPlaced
37153,MECH,Female,8.72,High,3,2,74,3.8,0,Yes,Placed
37154,CSE,Female,8.13,High,3,3,76,3.3,0,Yes,Placed
37155,ECE,Female,6.46,Low,0,2,51,3.0,1,Yes,Placed
37156,ECE,Male,7.84,Medium,2,3,66,3.8,0,No,Placed
37157,CSE,Male,7.61,Medium,2,3,71,3.7,0,Yes,Placed
37158,CSE,Female,6.44,Low,1,0,42,1.7,2,No,NotPlaced
37159,CIVIL,Male,8.05,High,1,3,72,3.9,1,No,Placed
37160,ECE,Male,6.67,Medium,0,1,55,3.3,3,Yes,NotPlaced
37161,ECE,Male,7.33,Medium,1,2,50,2.2,2,No,Placed
37162,MECH,Male,7.1,Medium,0,2,62,2.8,1,No,NotPlaced
37163,MECH,Male,5.0,Low,0,0,36,1.9,4,No,NotPlaced
37164,MECH,Male,6.42,Low,1,1,54,3.2,2,Yes,NotPlaced
37165,EEE,Male,7.7,Medium,1,2,68,3.9,0,Yes,Placed
37166,CSE,Female,7.38,Medium,2,2,70,3.4,1,Yes,Placed
37167,CIVIL,Male,7.69,Medium,1,3,69,3.0,1,No,Placed
37168,EEE,Male,9.16,High,3,4,92,4.6,0,Yes,Placed
37169,CSE,Male,7.23,Medium,2,2,42,3.1,1,Yes,Placed
37170,MECH,Male,6.96,Medium,2,2,66,2.5,0,No,Placed
37171,EEE,Male,7.89,Medium,2,3,76,3.3,0,Yes,Placed
37172,ECE,Female,7.03,Medium,1,3,74,3.5,1,No,Placed
37173,MECH,Female,6.64,Medium,0,2,71,2.8,1,Yes,Placed
37174,CSE,Male,5.75,Low,0,1,55,2.8,2,No,NotPlaced
37175,CIVIL,Female,7.22,Medium,1,1,67,3.1,2,Yes,Placed
37176,EEE,Female,6.86,Medium,0,0,61,2.9,2,Yes,Placed
37177,CSE,Male,7.15,Medium,2,3,67,3.6,0,No,Placed
37178,ECE,Female,5.0,Low,0,0,33,1.1,4,Yes,NotPlaced
37179,CIVIL,Male,6.93,Medium,2,4,64,3.1,0,Yes,Placed
37180,CSE,Male,7.02,Medium,1,2,48,2.7,1,No,Placed
37181,CSE,Male,8.54,High,2,5,63,4.2,1,Yes,Placed
37182,CSE,Male,7.63,Medium,2,3,77,3.0,0,No,Placed
37183,EEE,Female,8.37,High,3,2,70,4.5,0,Yes,Placed
37184,CSE,Female,7.31,Medium,2,2,66,3.0,1,Yes,Placed
37185,EEE,Male,5.89,Low,0,1,43,2.1,2,Yes,NotPlaced
37186,CSE,Male,6.72,Medium,1,1,63,3.5,1,No,Placed
37187,CSE,Male,5.81,Low,0,1,48,2.6,2,Yes,NotPlaced
37188,ECE,Female,6.08,Low,0,2,51,2.4,3,No,NotPlaced
37189,CIVIL,Male,7.22,Medium,2,3,73,3.7,0,No,NotPlaced
37190,MECH,Male,6.49,Low,1,1,57,3.1,1,Yes,Placed
37191,CSE,Male,7.45,Medium,0,1,71,3.4,1,No,NotPlaced
37192,CSE,Female,8.24,High,1,3,71,4.5,2,Yes,Placed
37193,ECE,Male,8.67,High,2,3,81,3.7,0,Yes,Placed
37194,CSE,Male,7.87,Medium,2,2,59,3.1,0,Yes,Placed
37195,CIVIL,Male,8.28,High,2,2,77,3.5,0,No,Placed
37196,EEE,Male,5.81,Low,1,2,52,3.2,3,Yes,Placed
37197,ECE,Male,6.75,Medium,1,2,74,3.6,2,No,Placed
37198,ECE,Female,6.36,Low,0,1,37,1.8,2,Yes,Placed
37199,CIVIL,Male,7.21,Medium,3,4,75,3.2,0,No,Placed
37200,CSE,Female,7.01,Medium,0,2,52,3.1,1,No,Placed
37201,CSE,Male,7.42,Medium,1,3,83,3.1,0,Yes,Placed
37202,CSE,Male,7.85,Medium,2,3,61,3.3,1,No,Placed
37203,EEE,Female,7.81,Medium,0,2,74,3.3,0,No,Placed
37204,CSE,Male,6.56,Medium,1,1,60,2.8,2,Yes,Placed
37205,MECH,Male,7.76,Medium,1,2,85,3.1,0,No,Placed
37206,CSE,Male,7.2,Medium,1,2,64,3.1,1,No,Placed
37207,CIVIL,Male,8.35,High,2,3,66,3.5,1,Yes,Placed
37208,ECE,Female,7.03,Medium,1,2,71,3.6,1,Yes,Placed
37209,ECE,Female,6.06,Low,0,1,54,2.3,2,Yes,NotPlaced
37210,CIVIL,Female,7.25,Medium,2,3,70,4.2,1,Yes,Placed
37211,ECE,Male,5.87,Low,0,1,54,2.1,1,No,NotPlaced
37212,EEE,Female,5.33,Low,0,0,45,2.8,3,No,Placed
37213,CIVIL,Female,6.44,Low,2,3,53,2.7,1,Yes,Placed
37214,CIVIL,Female,6.65,Medium,2,2,62,2.6,2,No,Placed
37215,ECE,Male,6.44,Low,0,1,56,3.0,2,No,Placed
37216,CIVIL,Female,7.71,Medium,2,3,90,3.9,1,Yes,Placed
37217,CIVIL,Male,5.37,Low,0,1,36,2.4,2,No,NotPlaced
37218,MECH,Female,6.42,Low,1,2,53,2.8,3,No,Placed
37219,CSE,Male,7.34,Medium,0,3,60,3.5,1,No,NotPlaced
37220,CSE,Male,6.8,Medium,1,2,41,2.6,1,No,NotPlaced
37221,CSE,Female,6.19,Low,1,1,58,3.1,3,No,NotPlaced
37222,CIVIL,Male,5.38,Low,0,1,40,1.9,3,No,NotPlaced
37223,CIVIL,Male,5.96,Low,0,2,42,1.9,2,No,Placed
37224,MECH,Male,6.56,Medium,0,0,59,2.9,2,No,Placed
37225,ECE,Female,8.03,High,1,2,75,3.9,0,No,Placed
37226,CSE,Male,8.87,High,3,2,88,3.3,1,No,Placed
37227,ECE,Male,6.05,Low,0,2,61,2.9,1,No,Placed
37228,CSE,Male,7.6,Medium,2,3,81,3.3,1,Yes,Placed
37229,ECE,Male,6.37,Low,0,1,44,3.0,2,No,Placed
37230,ECE,Male,5.95,Low,0,2,51,1.5,3,Yes,NotPlaced
37231,MECH,Male,5.3,Low,0,1,37,1.2,3,Yes,NotPlaced
37232,ECE,Male,7.81,Medium,2,3,50,2.9,2,Yes,Placed
37233,CSE,Male,7.09,Medium,0,1,51,2.4,2,No,NotPlaced
37234,EEE,Male,7.61,Medium,1,3,62,3.2,1,No,NotPlaced
37235,MECH,Female,6.25,Low,1,0,60,1.2,1,No,NotPlaced
37236,CSE,Female,6.91,Medium,1,2,60,3.0,1,No,Placed
37237,CSE,Female,7.25,Medium,3,3,64,3.6,0,No,Placed
37238,MECH,Male,8.26,High,1,4,79,4.1,0,No,Placed
37239,CSE,Female,6.92,Medium,1,3,60,2.1,1,No,Placed
37240,CIVIL,Male,8.99,High,3,4,87,4.4,0,Yes,Placed
37241,CSE,Female,6.85,Medium,1,1,57,3.0,2,Yes,Placed
37242,EEE,Male,5.28,Low,0,1,59,2.0,3,No,NotPlaced
37243,CSE,Female,7.53,Medium,1,3,75,3.6,0,Yes,Placed
37244,CSE,Male,8.2,High,3,3,91,3.3,0,Yes,Placed
37245,CSE,Male,8.13,High,3,4,72,3.9,1,No,Placed
37246,CIVIL,Male,6.88,Medium,0,2,68,2.5,2,No,Placed
37247,ECE,Female,8.59,High,3,4,67,3.9,0,Yes,Placed
37248,CIVIL,Male,7.01,Medium,1,1,68,3.1,1,Yes,Placed
37249,MECH,Male,5.49,Low,0,2,52,2.4,3,No,NotPlaced
37250,EEE,Female,6.15,Low,0,1,48,1.8,2,No,NotPlaced
37251,MECH,Male,6.48,Low,0,2,53,2.6,3,Yes,NotPlaced
37252,CIVIL,Male,5.0,Low,0,0,38,1.8,4,No,NotPlaced
37253,EEE,Male,5.71,Low,0,1,45,2.2,1,No,Placed
37254,EEE,Male,6.53,Medium,0,0,54,1.9,1,No,NotPlaced
37255,MECH,Female,6.54,Medium,0,2,64,2.3,1,No,Placed
37256,ECE,Female,7.76,Medium,1,2,59,2.6,0,No,Placed
37257,MECH,Female,5.71,Low,0,0,43,1.6,2,No,NotPlaced
